id	ENSG00000222041	ENSG00000227372	ENSG00000232533	ENSG00000256802
TCGA-S9-A6WP	0.541082859	1.643106797	5.101352103	0.146115189
TCGA-S9-A6WQ	0.340905502	2.198631071	3.918227595	0.103282888
TCGA-S9-A7IQ	0.612970099	2.591133676	4.984548383	0.464671095
TCGA-S9-A7IX	2.126021566	9.096998462	16.73638302	0.511968065
TCGA-S9-A7IY	0.22278921	1.362977732	3.693148892	0.163388217
TCGA-S9-A7IZ	0.35973584	1.376159431	5.892680703	0.114586768
TCGA-S9-A7J0	0.304381955	0.690666866	3.914890149	0.130394719
TCGA-S9-A7J1	0.172171135	1.783650011	1.291776707	0.151195146
TCGA-S9-A7J2	0.111861496	0.474676142	4.049300257	0.155687076
TCGA-S9-A7J3	0.294234447	1.487619694	2.951816687	0.080478796
TCGA-S9-A7QW	0.103153048	0.567227255	7.049260506	0.129007434
TCGA-S9-A7QX	0.281054715	0.917868018	2.930715948	0.063276919
TCGA-S9-A7QY	0.242366288	2.125567426	6.780889273	0.265907016
TCGA-S9-A7QZ	0.18554992	1.38897626	3.232449704	0.178512334
TCGA-S9-A7R1	0.388806617	0.651870454	6.815903585	0.114315517
TCGA-S9-A7R3	0.141651939	1.208292135	3.426902016	0.046172885
TCGA-S9-A7R4	0.580182016	1.131599879	3.876940686	0.112112894
TCGA-S9-A7R7	1.661520706	1.538866451	10.25207802	0.965747442
TCGA-TM-A7C3	1.632497502	6.626440372	13.9877724	0.141706395
TCGA-TM-A7C4	1.287285831	1.379280899	4.462103957	0.165447465
TCGA-TM-A7C5	0.273800883	0.322306713	3.662924054	0.08549386
TCGA-TM-A7CA	0.403300173	1.095853796	4.005603678	0.034178676
TCGA-TM-A7CF	0.402003857	1.134822149	2.450117905	0.226532916
TCGA-TM-A84C	5.649241924	0.511730051	16.4322402	0.387940223
TCGA-TM-A84F	0.731019504	1.865109102	4.726059115	0.307554047
TCGA-TM-A84G	0.228253687	0.395742936	3.351617077	0.11739126
TCGA-TM-A84M	0.224126032	0.294671632	8.222716833	0.11631903
TCGA-TQ-A7RF	0.125797312	0.546230951	5.019087024	0.075347501
TCGA-TQ-A7RG	0.210172701	0.749520771	3.754188959	0.300199998
TCGA-TQ-A7RH	0.273308951	1.516741918	8.793704302	0.334647028
TCGA-TQ-A7RI	0.164885927	1.462979271	4.153344208	0.220154141
TCGA-TQ-A7RJ	0.236245002	1.179527868	2.154517492	0.100365059
TCGA-TQ-A7RK	0.145394988	0.68857321	2.867165584	0.127537676
TCGA-TQ-A7RM	1.128085758	0.412964267	6.710401597	0.251073731
TCGA-TQ-A7RN	0.150097177	0.795685027	4.393907135	0.188124573
TCGA-TQ-A7RO	0.401961542	0.631127216	4.126286477	0.127331042
TCGA-TQ-A7RP	0.258630653	8.34664185	6.118541128	0.87792343
TCGA-TQ-A7RQ	0.235397243	0.646669127	3.263371763	0.156074466
TCGA-TQ-A7RR	0.281084535	2.743084552	2.765096959	0.203724629
TCGA-TQ-A7RU	0.376014096	0.34112939	2.807759294	0.087248599
TCGA-TQ-A7RV	0.161833849	1.354089779	2.813130041	0.113354126
TCGA-VM-A8C8	0.172717908	0.825828861	4.900340844	0.036962894
TCGA-VM-A8C9	3.479420872	3.322011094	8.679955283	0.438121564
TCGA-VM-A8CA	1.252401977	1.256789677	9.55227254	0.209316112
TCGA-VM-A8CE	0.511827493	1.78308042	3.183154397	0.230511471
TCGA-VM-A8CH	0.317027498	1.132608854	4.857101869	0.06226719
TCGA-VV-A829	0.576108251	0.288733986	4.248900567	0.093938722
TCGA-VV-A86M	0.609406677	0.445640233	1.491721591	0.03446153
TCGA-VW-A7QS	0.460475498	0.253109671	9.772882763	0.01063415
TCGA-WH-A86K	0.355788787	0.682915068	4.156738864	0.074998901
TCGA-WY-A859	0.723870154	2.046967472	6.303308861	0.36341678
TCGA-WY-A85A	0.248360715	0.763757503	3.183974181	0.207476327
TCGA-WY-A85B	0.343446896	0.919655095	1.836973114	0.008271779
