id	ENSG00000222041	ENSG00000227372	ENSG00000232533	ENSG00000256802
TCGA-P5-A72Z	0.567268484	0.432821967	2.109849499	0.074021594
TCGA-P5-A730	0.51768916	1.554652294	7.699343846	0.273371513
TCGA-P5-A731	2.831098564	2.198327174	9.833227011	0.511157874
TCGA-P5-A733	0.109401591	0.743712967	2.780452705	0.042125362
TCGA-P5-A735	0.191746203	0.996437355	2.752227119	0.072088348
TCGA-P5-A736	0.26653208	1.578556265	7.6164424	0.251759179
TCGA-P5-A737	0.145049614	0.503477223	4.584958073	0.154277066
TCGA-P5-A77W	0.257369577	0.440392703	2.424958918	0.090133432
TCGA-P5-A77X	0.318173649	0.929689754	3.393023041	0.118386479
TCGA-P5-A780	0.42640058	1.681689298	3.478199459	0.064960795
TCGA-P5-A781	0.305900929	1.300482517	3.860055605	0.40500932
TCGA-QH-A65R	0.471045094	0.82967989	5.959503668	0.074589018
TCGA-QH-A65S	0.338923563	1.984915349	3.51593314	0.058427864
TCGA-QH-A65V	0.248262316	2.00384158	4.053648976	0.104994618
TCGA-QH-A65X	1.227464511	0.590136873	10.17016996	0.210212519
TCGA-QH-A65Z	0.15365267	1.020670635	4.91253946	0.043889678
TCGA-QH-A6CU	0.153860613	2.184041044	6.391999755	0.156972755
TCGA-QH-A6CV	2.400777383	6.617175582	24.67383622	0.277622799
TCGA-QH-A6CW	0.323725663	0.86222772	5.765458173	0.018346962
TCGA-QH-A6CY	0.376023391	2.041359761	4.036957383	0.248173894
TCGA-QH-A6CZ	0.236945902	0.793532213	3.749019186	0.147023452
TCGA-QH-A6X3	0.229916934	0.656529035	3.998014644	0.067736142
TCGA-QH-A6X4	0.087023825	1.824239276	3.687043055	0.115680153
TCGA-QH-A6X5	0.180422567	2.197607404	2.940845184	0.164990983
TCGA-QH-A6X8	0.137889719	1.939696413	6.747286672	0.030028772
TCGA-QH-A6X9	0.196123023	0.884934124	2.658940785	0.063870534
TCGA-QH-A6XA	0.159716007	1.268770689	3.886623023	0.106414098
TCGA-QH-A6XC	3.023597432	4.680533987	29.75719356	0.203815122
TCGA-QH-A86X	0.223430211	0.703675249	3.227682296	0.150816136
TCGA-R8-A6MK	0.235210242	0.831887357	2.294852195	0.177061811
TCGA-R8-A6ML	0.266879333	0.689582187	2.897110461	0.09081929
TCGA-R8-A6MO	0.242130711	1.965802342	3.857774407	0.036874195
TCGA-R8-A73M	0.215445033	0.394536525	6.82400778	0.121282644
TCGA-RY-A840	0.22592745	0.155229924	6.403058843	0.228187948
TCGA-RY-A843	0.40248096	0.936908769	4.059737144	0.144918773
TCGA-RY-A845	0.247766582	0.831493529	4.395648917	0.076357808
TCGA-S9-A6TU	0.273097758	1.885345032	2.483085196	0.027680187
TCGA-S9-A6TV	1.787587886	0.544491336	18.95903285	0.09677006
TCGA-S9-A6TW	0.715870284	0.900460713	5.245918161	0.093802025
TCGA-S9-A6TX	0.155197849	1.805833206	4.296319267	0.030172532
TCGA-S9-A6TY	0.29045565	1.19603806	5.378957363	0.117659994
TCGA-S9-A6TZ	0.175177405	0.884507484	2.685183778	0.197556058
TCGA-S9-A6U0	4.200899397	5.353552844	16.41096332	3.06864519
TCGA-S9-A6U1	0.264577654	1.600087061	2.585966432	0.214068342
TCGA-S9-A6U2	0.132867793	0.950803361	2.553904791	0.179008553
TCGA-S9-A6U5	0.819018854	0.428178614	3.729259269	0.246172346
TCGA-S9-A6U6	0.508756459	0.845263239	4.548655779	0.065688505
TCGA-S9-A6U8	0.179608517	2.301403597	2.549519033	0.11293922
TCGA-S9-A6U9	0.273965071	1.981106733	5.3465865	0.028713967
TCGA-S9-A6UB	0.0537356	1.061926342	3.74918079	0.137418484
TCGA-S9-A6WD	0.13955816	1.031040524	3.161681522	0.125336827
TCGA-S9-A6WE	0.258589124	0.491508372	3.433865108	0.193921106
TCGA-S9-A6WG	2.040995867	2.060363609	4.91796366	0.207786637
TCGA-S9-A6WH	0.200756441	0.470619886	3.908983435	0.095686286
TCGA-S9-A6WI	1.07786943	3.463246388	5.346886208	0.398156436
TCGA-S9-A6WL	1.368188909	1.751653741	6.512549369	0.217704392
TCGA-S9-A6WM	3.709555313	7.755368722	21.88355125	0.901761711
TCGA-S9-A6WN	0.864710937	1.001613804	8.180609427	0.308713042
TCGA-S9-A6WO	0.110234163	0.863114345	2.087709197	0.070586063
